Fecha;BEN;CO;EBN;NO;NO2;NOX;O3;OXL;PM10;SO2;TOL
19/02/2015;null(null);0.17;null(null);16.0;32.0;56.0;24.0;null(null);23.0;3.1;null(null)
20/02/2015;null(null);0.14;null(null);4.1;19.0;25.0;49.0;null(null);10.0;2.2;null(null)
21/02/2015;null(null);0.15;null(null);5.0;19.0;26.0;59.0;null(null);11.0;2.7;null(null)
22/02/2015;null(null);0.13;null(null);3.1;11.0;16.0;38.0;null(null);7.0;2.1;null(null)
23/02/2015;null(null);0.12;null(null);4.5;11.0;18.0;65.0;null(null);9.2;1.9;null(null)
24/02/2015;null(null);0.14;null(null);6.6;21.0;31.0;56.0;null(null);12.0;2.2;null(null)
25/02/2015;null(null);0.19;null(null);9.7;27.0;42.0;45.0;null(null);14.0;2.9;null(null)
26/02/2015;null(null);0.11;null(null);6.8;18.0;28.0;50.0;null(null);6.4;2.0;null(null)
27/02/2015;null(null);0.1;null(null);6.3;18.0;28.0;66.0;null(null);15.0;2.0;null(null)
28/02/2015;null(null);0.1;null(null);3.0;9.8;14.0;50.0;null(null);5.1;1.8;null(null)
